DATE,T10Y2Y
2019-02-01,0.17210526315789473684
2019-03-01,0.16142857142857142857
2019-04-01,0.18761904761904761905
2019-05-01,0.18863636363636363636
2019-06-01,0.26000000000000000000
2019-07-01,0.22409090909090909091
2019-08-01,0.05500000000000000000
2019-09-01,0.05150000000000000000
2019-10-01,0.15545454545454545455
2019-11-01,0.19947368421052631579
2019-12-01,0.24952380952380952381
2020-01-01,0.23857142857142857143
2020-02-01,0.17315789473684210526
2020-03-01,0.42181818181818181818
2020-04-01,0.43285714285714285714
2020-05-01,0.50350000000000000000
2020-06-01,0.54363636363636363636
2020-07-01,0.47545454545454545455
2020-08-01,0.51047619047619047619
2020-09-01,0.54476190476190476190
2020-10-01,0.63761904761904761905
2020-11-01,0.70421052631578947368
2020-12-01,0.79772727272727272727
2021-01-01,.
